3228,X,4869,4870
3229,X,X,X
3230,X,X,X
3231,4871,4872,X
3232,4873,X,4874
3233,X,4875,4876
3234,4877,4878,X
3235,4879,4880,4881
3236,X,X,4882
3237,X,X,X
3238,X,X,4883
3239,X,X,4884
3240,4885,4886,X
3241,X,X,X
3242,X,4887,4888
3243,4889,4890,4891
3244,4892,X,X
3245,4893,X,4894
3246,4895,4896,4897
3247,4898,4899,4900
3248,4901,4902,4903
3249,X,X,4904
3250,4905,X,X
3251,X,4906,4907
3252,X,4908,X
3253,4909,4910,X
3254,4911,X,4912
3255,X,4913,4914
3256,4915,4916,4917
3257,4918,4919,4920
3258,4921,4922,4923
3259,X,4924,X
3260,4925,X,X
3261,X,X,4926
3262,4927,X,4928
3263,4929,X,4930
3264,4931,4932,4933
3265,X,X,X
3266,4934,X,4935
3267,4936,4937,X
3268,X,4938,X
3269,4939,4940,X
3270,4941,X,X
3271,X,4942,X
3272,X,X,X
3273,X,X,4943
3274,4944,X,4945
3275,4946,X,4947
3276,4948,4949,4950
3277,X,4951,X
3278,4952,4953,X
3279,X,X,X
3280,4954,X,4955
3281,4956,4957,X
3282,X,X,4958
3283,4959,X,X
3284,X,4960,4961
3285,4962,4963,4964
3286,X,4965,4966
3287,X,4967,X
3288,4968,4969,4970
3289,X,X,X
3290,4971,X,X
3291,X,4972,4973
3292,4974,X,4975
3293,X,X,4976
3294,4977,4978,4979
3295,4980,X,4981
3296,4982,X,4983
3297,4984,4985,X
3298,4986,X,X
3299,4987,X,X
3300,X,X,X
3301,4988,X,4989
3302,4990,X,4991
3303,4992,X,X
3304,X,4993,4994
3305,4995,X,X
3306,X,4996,4997
3307,4998,X,4999
3308,5000,5001,5002
3309,5003,X,5004
3310,5005,X,X
3311,5006,5007,X
3312,5008,5009,5010
3313,5011,5012,X
3314,X,5013,X
3315,X,X,X
3316,5014,X,5015
3317,X,5016,5017
3318,X,X,X
3319,5018,5019,5020
3320,X,X,X
3321,5021,5022,5023
3322,X,5024,X
3323,5025,X,5026
3324,5027,X,X
3325,5028,5029,X
3326,5030,5031,X
3327,X,X,X
3328,5032,5033,5034
3329,5035,5036,X
3330,5037,X,5038
3331,X,5039,5040
3332,X,5041,5042
3333,X,X,5043
3334,5044,X,5045
3335,X,5046,X
3336,X,5047,X
3337,X,5048,X
3338,5049,5050,X
3339,5051,X,5052
3340,5053,5054,5055
3341,5056,X,X
3342,X,5057,5058
3343,5059,5060,X
3344,5061,5062,X
3345,X,5063,X
3346,5064,5065,5066
3347,X,X,5067
3348,5068,X,X
3349,5069,X,5070
3350,5071,5072,X
3351,5073,5074,5075
3352,5076,X,5077
3353,5078,5079,5080
3354,X,X,5081
3355,X,5082,X
3356,X,X,X
3357,X,5083,X
3358,X,X,X
3359,5084,5085,X
3360,X,5086,X
3361,5087,5088,X
3362,5089,X,X
3363,5090,X,X
3364,5091,X,5092
3365,5093,5094,X
3366,5095,X,5096
3367,5097,X,X
3368,5098,X,X
3369,5099,5100,5101
3370,X,5102,X
3371,5103,X,X
3372,X,5104,X
3373,5105,5106,X
3374,5107,X,X
3375,5108,5109,X
3376,X,X,X
3377,5110,5111,X
3378,X,X,5112
3379,5113,5114,X
3380,5115,5116,5117
3381,5118,X,5119
3382,5120,X,X
3383,5121,X,X
3384,5122,5123,X
3385,X,X,X
3386,5124,X,5125
3387,5126,X,5127
3388,5128,X,5129
3389,5130,5131,5132
3390,5133,5134,5135
3391,X,X,X
3392,X,X,X
3393,5136,X,X
3394,5137,5138,X
3395,5139,5140,5141
3396,5142,X,5143
3397,5144,5145,X
3398,5146,5147,X
3399,5148,X,5149
3400,5150,5151,5152
3401,5153,X,X
3402,5154,X,5155
3403,5156,5157,X
3404,5158,5159,X
3405,5160,X,5161
3406,X,X,X
3407,X,X,5162
3408,X,5163,X
3409,X,X,X
3410,X,5164,5165
3411,X,X,X
3412,5166,X,5167
3413,X,5168,X
3414,X,5169,X
3415,X,X,X
3416,5170,5171,X
3417,X,5172,X
3418,5173,X,X
3419,X,X,5174
3420,5175,5176,5177
3421,5178,5179,5180
3422,X,5181,X
3423,X,5182,5183
3424,5184,5185,5186
3425,5187,X,X
3426,X,X,X
3427,X,5188,X
3428,5189,X,5190
3429,5191,X,5192
3430,X,X,X
3431,5193,5194,X
3432,5195,5196,5197
3433,X,X,X
3434,X,X,5198
3435,X,5199,5200
3436,5201,5202,X
3437,5203,X,5204
3438,X,X,5205
3439,5206,5207,5208
3440,5209,X,5210
3441,5211,5212,5213
3442,5214,5215,5216
3443,5217,5218,X
3444,X,5219,5220
3445,X,5221,X
3446,5222,5223,5224
3447,X,X,5225
3448,5226,5227,X
3449,5228,X,5229
3450,5230,X,X
3451,X,5231,5232
3452,X,5233,5234
3453,5235,X,5236
3454,5237,5238,5239
3455,X,5240,5241
3456,5242,X,5243
3457,5244,X,5245
3458,5246,5247,X
3459,X,5248,5249
3460,X,5250,5251
3461,X,5252,X
3462,X,X,X
3463,X,5253,5254
3464,X,5255,X
3465,X,5256,X
3466,5257,5258,5259
3467,X,5260,5261
3468,5262,X,X
3469,5263,5264,X
3470,5265,5266,X
3471,5267,X,X
3472,5268,X,X
3473,5269,5270,5271
3474,X,5272,X
3475,5273,X,X
3476,X,5274,5275
3477,X,5276,X
3478,5277,5278,X
3479,5279,5280,5281
3480,X,5282,X
3481,X,5283,X
3482,5284,5285,X
3483,X,5286,X
3484,5287,X,X
3485,5288,5289,X
3486,5290,5291,5292
3487,5293,5294,X
3488,X,X,X
3489,5295,5296,5297
3490,X,5298,X
3491,5299,5300,5301
3492,5302,5303,X
3493,X,5304,X
3494,X,5305,5306
3495,X,X,X
3496,X,X,X
3497,5307,X,5308
3498,5309,5310,5311
3499,5312,X,X
3500,5313,5314,5315
3501,X,X,5316
3502,X,X,X
3503,5317,5318,5319
3504,X,X,5320
3505,5321,5322,5323
3506,X,X,5324
3507,X,5325,X
3508,5326,5327,5328
3509,X,5329,5330
3510,5331,5332,5333
3511,5334,5335,5336
3512,X,X,5337
3513,5338,5339,5340
3514,X,X,5341
3515,5342,5343,5344
3516,5345,5346,5347
3517,X,X,5348
3518,X,5349,X
3519,5350,5351,5352
3520,5353,5354,5355
3521,5356,X,X
3522,5357,5358,5359
3523,X,X,X
3524,X,5360,5361
3525,5362,5363,5364
3526,5365,X,5366
3527,5367,5368,X
3528,X,X,X
3529,X,5369,5370
3530,5371,5372,5373
3531,X,5374,5375
3532,5376,5377,X
3533,5378,5379,5380
3534,5381,X,5382
3535,5383,5384,X
3536,X,5385,X
3537,5386,5387,X
3538,5388,5389,X
3539,X,X,5390
3540,5391,5392,5393
3541,X,X,X
3542,5394,5395,X
3543,5396,X,X
3544,5397,5398,5399
3545,X,X,X
3546,5400,5401,5402
3547,5403,5404,X
3548,X,5405,5406
3549,X,5407,X
3550,X,5408,X
3551,X,5409,5410
3552,X,X,5411
3553,5412,X,X
3554,X,X,X
3555,5413,5414,X
3556,5415,5416,5417
3557,X,X,5418
3558,X,5419,5420
3559,X,5421,5422
3560,5423,5424,X
3561,5425,5426,5427
3562,X,5428,X
3563,X,X,X
3564,5429,5430,5431
3565,5432,X,X
3566,X,5433,5434
3567,X,X,5435
3568,X,5436,X
3569,5437,5438,5439
3570,5440,5441,X
3571,X,X,5442
3572,5443,5444,X
3573,X,5445,5446
3574,5447,5448,5449
3575,5450,5451,X
3576,X,5452,5453
3577,5454,X,X
3578,5455,5456,5457
3579,X,X,5458
3580,5459,5460,X
3581,5461,X,5462
3582,5463,5464,5465
3583,5466,5467,X
3584,X,5468,X
3585,5469,5470,5471
3586,5472,5473,X
3587,X,5474,X
3588,X,X,5475
3589,5476,X,5477
3590,X,X,X
3591,X,X,X
3592,5478,X,5479
3593,X,X,5480
3594,5481,X,5482
3595,5483,5484,5485
3596,X,5486,5487
3597,X,X,5488
3598,X,X,X
3599,5489,5490,5491
3600,X,X,5492
3601,X,5493,5494
3602,X,X,X
3603,X,5495,X
3604,5496,5497,X
3605,X,X,5498
3606,X,5499,5500
3607,5501,5502,5503
3608,X,X,X
3609,X,5504,X
3610,X,5505,X
3611,5506,5507,X
3612,5508,X,X
3613,5509,X,5510
3614,X,5511,5512
3615,5513,X,X
3616,5514,X,X
3617,X,X,X
3618,X,5515,5516
3619,X,X,5517
3620,5518,5519,X
3621,X,X,5520
3622,X,X,X
3623,5521,5522,X
3624,X,5523,X
3625,X,5524,X
3626,X,X,X
3627,X,5525,X
3628,5526,5527,X
3629,X,X,X
3630,5528,5529,5530
3631,5531,X,X
3632,X,5532,X
3633,5533,5534,5535
3634,5536,5537,X
3635,X,5538,X
3636,X,X,5539
3637,X,X,5540
3638,5541,5542,X
3639,5543,X,X
3640,5544,X,5545
3641,5546,X,5547
3642,X,X,5548
3643,X,5549,X
3644,X,X,X
3645,X,5550,5551
3646,5552,5553,X
3647,5554,X,X
3648,5555,X,5556
3649,X,5557,5558
3650,5559,5560,5561
3651,X,X,X
3652,X,5562,5563
3653,5564,X,X
3654,X,X,5565
3655,5566,5567,5568
3656,5569,X,X
3657,5570,5571,5572
3658,5573,5574,5575
3659,5576,X,X
3660,5577,5578,X
3661,5579,5580,X
3662,5581,5582,X
3663,5583,X,5584
3664,5585,X,X
3665,X,X,X
3666,X,5586,5587
3667,5588,5589,X
3668,X,X,X
3669,5590,X,X
3670,5591,X,5592
3671,X,X,X
3672,5593,5594,5595
3673,X,X,X
3674,5596,5597,X
3675,X,X,5598
3676,X,5599,X
3677,X,5600,X
3678,5601,5602,X
3679,X,5603,X
3680,X,5604,5605
3681,5606,5607,X
3682,5608,X,X
3683,X,5609,5610
3684,X,5611,X
3685,5612,5613,X
3686,5614,5615,X
3687,5616,5617,X
3688,5618,5619,X
3689,5620,5621,5622
3690,X,X,X
3691,X,5623,5624
3692,5625,5626,5627
3693,5628,5629,5630
3694,X,X,5631
3695,5632,X,X
3696,5633,X,5634
3697,5635,5636,5637
3698,X,X,X
3699,5638,5639,5640
3700,X,X,5641
3701,X,X,5642
3702,X,5643,5644
3703,5645,5646,X
3704,X,X,5647
3705,X,5648,X
3706,X,5649,5650
3707,5651,X,X
3708,X,5652,X
3709,X,5653,5654
3710,X,X,5655
3711,5656,5657,X
3712,X,X,5658
3713,5659,X,5660
3714,X,5661,5662
3715,X,X,5663
3716,X,5664,5665
3717,5666,X,X
3718,X,X,X
3719,X,X,X
3720,X,5667,5668
3721,X,5669,5670
3722,X,5671,X
3723,X,5672,X
3724,X,5673,X
3725,5674,X,X
3726,X,X,5675
3727,X,5676,X
3728,X,X,5677
3729,5678,X,X
3730,5679,X,X
3731,5680,5681,X
3732,X,X,5682
3733,X,5683,X
3734,5684,5685,5686
3735,5687,5688,5689
3736,X,X,5690
3737,X,X,X
3738,5691,X,5692
3739,X,X,5693
3740,5694,5695,5696
3741,5697,X,5698
3742,X,5699,X
3743,X,5700,5701
3744,5702,X,5703
3745,5704,5705,5706
3746,5707,5708,5709
3747,X,X,X
3748,5710,5711,X
3749,X,X,X
3750,X,5712,X
3751,5713,5714,5715
3752,X,X,X
3753,5716,5717,5718
3754,5719,X,5720
3755,5721,5722,X
3756,5723,X,5724
3757,5725,X,5726
3758,X,5727,5728
3759,X,5729,5730
3760,5731,X,5732
3761,X,5733,X
3762,5734,5735,5736
3763,X,X,X
3764,5737,X,X
3765,X,5738,5739
3766,X,5740,5741
3767,X,X,X
3768,X,X,X
3769,X,5742,5743
3770,5744,5745,5746
3771,5747,X,5748
3772,X,5749,X
3773,5750,5751,X
3774,X,5752,X
3775,X,X,X
3776,5753,5754,5755
3777,X,5756,X
3778,5757,X,5758
3779,5759,X,5760
3780,5761,X,5762
3781,X,X,5763
3782,5764,X,5765
3783,5766,X,5767
3784,5768,5769,5770
3785,5771,X,X
3786,X,X,X
3787,X,5772,5773
3788,X,X,5774
3789,X,X,5775
3790,5776,5777,5778
3791,5779,5780,5781
3792,X,5782,5783
3793,5784,5785,X
3794,5786,X,5787
3795,5788,5789,X
3796,X,5790,5791
3797,5792,X,X
3798,X,X,5793
3799,X,5794,X
3800,5795,X,X
3801,5796,X,5797
3802,5798,5799,X
3803,5800,5801,5802
3804,X,X,5803
3805,X,5804,5805
3806,5806,5807,X
3807,X,5808,5809
3808,X,X,X
3809,X,5810,X
3810,X,5811,5812
3811,X,X,5813
3812,X,5814,X
3813,X,5815,5816
3814,5817,5818,X
3815,X,5819,5820
3816,5821,5822,X
3817,5823,X,X
3818,X,5824,X
3819,X,5825,5826
3820,5827,X,5828
3821,X,5829,X
3822,5830,X,X
3823,5831,5832,X
3824,5833,5834,5835
3825,5836,X,5837
3826,5838,5839,X
3827,X,X,X
3828,5840,X,5841
3829,5842,X,5843
3830,X,5844,X
3831,5845,X,5846
3832,X,X,X
3833,5847,5848,5849
3834,X,X,X
3835,5850,5851,X
3836,5852,X,5853
3837,5854,5855,5856
3838,X,X,5857
3839,5858,X,X
3840,5859,5860,5861
3841,X,5862,5863
3842,5864,5865,X
3843,5866,X,X
3844,5867,X,X
3845,X,5868,X
3846,X,5869,X
3847,X,5870,X
3848,X,5871,5872
3849,X,X,5873
3850,X,X,X
3851,5874,5875,5876
3852,X,5877,X
3853,X,5878,5879
3854,X,X,5880
3855,5881,5882,5883
3856,X,X,X
3857,X,5884,5885
3858,5886,5887,X
3859,X,X,X
3860,5888,5889,X
3861,5890,X,5891
3862,X,5892,5893
3863,X,5894,X
3864,X,X,5895
3865,5896,X,5897
3866,5898,5899,5900
3867,X,X,X
3868,X,X,X
3869,5901,X,X
3870,5902,X,X
3871,X,5903,X
3872,5904,5905,X
3873,X,5906,X
3874,5907,5908,X
3875,X,5909,X
3876,X,X,X
3877,X,5910,5911
3878,X,X,5912
3879,X,X,X
3880,X,X,X
3881,X,X,X
3882,X,5913,X
3883,X,X,X
3884,X,X,X
3885,X,5914,X
3886,5915,5916,5917
3887,5918,5919,5920
3888,X,X,5921
3889,X,5922,5923
3890,5924,X,X
3891,X,X,5925
3892,5926,5927,X
3893,X,5928,5929
3894,5930,5931,5932
3895,X,5933,5934
3896,5935,5936,X
3897,X,5937,5938
3898,X,5939,X
3899,X,X,5940
3900,X,X,5941
3901,X,X,X
3902,5942,X,X
3903,X,5943,X
3904,5944,5945,5946
3905,X,X,5947
3906,5948,5949,X
3907,5950,X,5951
3908,X,5952,X
3909,5953,X,5954
3910,5955,X,X
3911,X,5956,5957
3912,5958,X,5959
3913,5960,5961,5962
3914,X,5963,X
3915,X,X,5964
3916,X,5965,X
3917,5966,X,X
3918,X,X,5967
3919,X,5968,5969
3920,5970,5971,5972
3921,5973,5974,X
3922,5975,X,5976
3923,5977,5978,5979
3924,5980,X,5981
3925,5982,5983,5984
3926,X,5985,5986
3927,5987,X,5988
3928,5989,5990,5991
3929,X,5992,5993
3930,5994,X,5995
3931,5996,5997,X
3932,5998,5999,6000
3933,6001,6002,X
3934,X,6003,X
3935,6004,6005,X
3936,X,6006,6007
3937,6008,6009,X
3938,X,6010,6011
3939,6012,6013,6014
3940,6015,6016,X
3941,X,X,6017
3942,X,6018,6019
3943,X,X,X
3944,X,X,X
3945,6020,6021,X
3946,X,6022,6023
3947,X,6024,X
3948,6025,6026,X
3949,6027,X,X
3950,X,6028,X
3951,X,6029,6030
3952,X,6031,X
3953,X,X,6032
3954,X,6033,6034
3955,X,X,6035
3956,6036,X,6037
3957,6038,6039,X
3958,X,6040,6041
3959,X,6042,6043
3960,6044,X,6045
3961,X,6046,X
3962,X,X,X
3963,6047,6048,6049
3964,X,X,X
3965,6050,X,X
3966,6051,6052,X
3967,6053,6054,6055
3968,X,6056,6057
3969,X,6058,6059
3970,X,6060,6061
3971,6062,X,X
3972,6063,6064,6065
3973,X,X,X
3974,X,6066,X
3975,6067,X,6068
3976,X,6069,X
3977,X,X,X
3978,X,6070,6071
3979,X,X,6072
3980,X,6073,X
3981,X,6074,6075
3982,6076,6077,6078
3983,X,6079,X
3984,6080,X,X
3985,X,6081,6082
3986,6083,X,6084
3987,6085,X,6086
3988,6087,6088,X
3989,X,6089,6090
3990,X,6091,6092
3991,X,X,6093
3992,6094,X,X
3993,6095,X,6096
3994,X,6097,6098
3995,6099,X,X
3996,X,X,6100
3997,6101,6102,X
3998,X,X,6103
3999,X,6104,6105
4000,X,X,X
4001,6106,X,X
4002,6107,X,X
4003,6108,X,X
4004,X,6109,X
4005,X,6110,6111
4006,X,X,X
4007,6112,6113,6114
4008,6115,X,X
4009,X,6116,6117
4010,X,6118,6119
4011,6120,X,6121
4012,X,X,X
4013,X,X,6122
4014,X,6123,X
4015,6124,X,6125
4016,X,X,6126
4017,X,X,X
4018,X,X,X
4019,X,6127,6128
4020,X,6129,6130
4021,X,6131,X
4022,X,6132,X
4023,6133,X,X
4024,6134,X,X
4025,X,6135,6136
4026,X,X,6137
4027,X,X,6138
4028,X,X,X
4029,6139,6140,X
4030,X,6141,6142
4031,X,6143,6144
4032,6145,6146,6147
4033,6148,X,6149
4034,X,6150,X
4035,6151,6152,6153
4036,X,X,X
4037,6154,X,X
4038,6155,X,X
4039,X,6156,6157
4040,6158,X,X
4041,6159,6160,6161
4042,6162,X,X
4043,6163,X,X
4044,6164,6165,6166
4045,X,X,X
4046,6167,X,X
4047,6168,X,6169
4048,X,6170,X
4049,6171,6172,6173
4050,6174,6175,6176
4051,X,6177,6178
4052,6179,X,6180
4053,X,6181,6182
4054,X,X,6183
4055,X,6184,6185
4056,X,X,X
4057,X,6186,X
4058,6187,X,6188
4059,6189,X,6190
4060,X,6191,X
4061,X,6192,X
4062,X,6193,X
4063,6194,6195,X
4064,6196,6197,X
4065,X,6198,6199
4066,6200,X,6201
4067,X,6202,6203
4068,X,6204,6205
4069,X,6206,6207
4070,6208,X,6209
4071,X,6210,6211
4072,6212,6213,X
4073,6214,6215,6216
4074,6217,6218,X
4075,X,X,6219
4076,6220,X,6221
4077,X,6222,6223
4078,X,X,6224
4079,6225,6226,6227
4080,6228,6229,X
4081,X,6230,6231
4082,6232,6233,6234
4083,6235,6236,X
4084,6237,X,6238
4085,X,6239,X
4086,X,X,6240
4087,6241,X,6242
4088,6243,6244,X
4089,X,X,6245
4090,X,X,6246
4091,6247,X,6248
4092,X,6249,X
4093,6250,X,6251
4094,6252,6253,X
4095,X,X,6254
4096,X,6255,X
4097,X,X,6256
4098,6257,6258,X
4099,6259,X,6260
4100,6261,X,6262
4101,6263,6264,X
4102,X,6265,X
4103,X,X,X
4104,6266,X,6267
4105,X,6268,X
4106,X,6269,X
4107,6270,6271,6272
4108,X,X,X
4109,6273,6274,6275
4110,X,6276,X
4111,X,X,X
4112,6277,6278,6279
4113,6280,6281,6282
4114,6283,6284,6285
4115,6286,6287,6288
4116,X,X,X
4117,X,X,X
4118,X,6289,6290
4119,6291,6292,6293
4120,X,X,X
4121,X,X,X
4122,6294,X,X
4123,6295,X,6296
4124,X,6297,X
4125,6298,X,X
4126,X,6299,X
4127,6300,X,X
4128,X,X,X
4129,X,X,X
4130,6301,X,6302
4131,6303,6304,X
4132,6305,6306,X
4133,X,X,6307
4134,X,6308,6309
4135,6310,X,6311
4136,6312,X,X
4137,6313,6314,X
4138,X,X,6315
4139,6316,X,6317
4140,X,6318,X
4141,6319,6320,X
4142,6321,X,6322
4143,X,X,X
4144,X,X,6323
4145,X,X,6324
4146,6325,6326,X
4147,X,6327,X
4148,X,6328,6329
4149,X,X,6330
4150,6331,6332,X
4151,6333,6334,6335
4152,6336,6337,X
4153,X,6338,X
4154,6339,X,6340
4155,X,6341,6342
4156,X,X,6343
4157,6344,X,6345
4158,X,X,6346
4159,6347,6348,X
4160,X,6349,6350
4161,6351,6352,6353
4162,6354,6355,6356
4163,X,X,X
4164,X,X,6357
4165,X,6358,6359
4166,X,6360,6361
4167,X,X,6362
4168,6363,6364,X
4169,6365,6366,6367
4170,X,X,X
4171,6368,X,6369
4172,X,6370,6371
4173,6372,6373,X
4174,6374,6375,X
4175,6376,X,6377
4176,X,6378,6379
4177,X,6380,6381
4178,6382,6383,6384
4179,X,6385,6386
4180,6387,6388,X
4181,X,X,X
4182,6389,6390,X
4183,X,X,X
4184,X,6391,X
4185,X,6392,6393
4186,X,6394,6395
4187,X,X,X
4188,X,X,X
4189,6396,X,6397
4190,X,X,X
4191,6398,6399,6400
4192,X,6401,6402
4193,X,X,6403
4194,X,6404,X
4195,6405,X,X
4196,X,X,6406
4197,X,X,X
4198,6407,6408,X
4199,X,6409,X
4200,6410,6411,6412
4201,X,X,X
4202,6413,X,X
4203,6414,6415,6416
4204,X,X,X
4205,6417,6418,X
4206,6419,6420,X
4207,6421,X,X
4208,X,X,6422
4209,6423,X,6424
4210,6425,X,6426
4211,X,X,6427
4212,X,X,6428
4213,X,6429,X
4214,6430,6431,X
4215,X,6432,X
4216,6433,X,6434
4217,6435,X,X
4218,6436,X,6437
4219,6438,6439,X
4220,X,6440,X
4221,X,X,6441
4222,6442,6443,X
4223,6444,X,X
4224,X,X,X
4225,X,X,6445
4226,6446,6447,X
4227,6448,X,X
4228,X,X,6449
4229,6450,6451,6452
4230,6453,6454,X
4231,6455,X,X
4232,6456,6457,6458
4233,X,6459,X
4234,6460,6461,6462
4235,X,6463,X
4236,6464,X,X
4237,6465,6466,6467
4238,6468,6469,X
4239,X,X,X
4240,6470,6471,X
4241,6472,6473,X
4242,X,X,6474
4243,X,6475,6476
4244,X,6477,X
4245,X,X,X
4246,6478,X,X
4247,6479,X,6480
4248,X,X,X
4249,X,6481,X
4250,X,6482,6483
4251,6484,6485,6486
4252,X,X,X
4253,6487,X,6488
4254,X,6489,X
4255,X,6490,X
4256,6491,6492,X
4257,6493,6494,X
4258,X,X,X
4259,X,6495,6496
4260,X,6497,6498
4261,6499,6500,6501
4262,6502,6503,X
4263,X,6504,6505
4264,6506,6507,X
4265,X,X,6508
4266,X,X,X
4267,6509,X,6510
4268,6511,X,6512
4269,X,6513,X
4270,X,6514,X
4271,X,X,X
4272,X,6515,6516
4273,X,6517,6518
4274,6519,6520,X
4275,X,6521,X
4276,X,X,6522
4277,6523,6524,6525
4278,6526,X,X
4279,X,6527,X
4280,X,6528,X
4281,X,X,6529
4282,6530,6531,X
4283,X,X,X
4284,6532,X,X
4285,X,6533,X
4286,X,X,6534
4287,6535,6536,X
4288,X,6537,X
4289,X,X,X
4290,6538,X,X
4291,6539,X,6540
4292,6541,X,X
4293,X,6542,X
4294,X,X,6543
4295,6544,X,X
4296,X,6545,6546
4297,X,6547,6548
4298,6549,6550,X
4299,6551,6552,X
4300,X,X,X
4301,X,X,X
4302,6553,X,6554
4303,6555,X,6556
4304,X,X,6557
4305,6558,6559,X
4306,6560,6561,6562
4307,X,X,6563
4308,6564,X,X
4309,X,6565,X
4310,X,X,6566
4311,X,6567,6568
4312,6569,6570,X
4313,X,X,6571
4314,6572,X,6573
4315,X,X,6574
4316,X,X,6575
4317,6576,6577,6578
4318,6579,X,X
4319,6580,6581,X
4320,6582,X,6583
4321,6584,6585,6586
4322,X,X,6587
4323,X,X,6588
4324,X,X,6589
4325,X,X,X
4326,6590,X,X
4327,X,6591,X
4328,X,6592,6593
4329,X,X,X
4330,6594,6595,6596
4331,X,6597,6598
4332,6599,X,X
4333,6600,X,X
4334,X,6601,X
4335,X,X,6602
4336,6603,6604,X
4337,X,X,X
4338,6605,X,6606
4339,6607,X,6608
4340,6609,X,X
4341,X,X,X
4342,X,X,6610
4343,6611,6612,X
4344,6613,6614,X
4345,6615,X,X
4346,6616,X,6617
4347,X,X,X
4348,X,X,X
4349,6618,X,X
4350,X,6619,X
4351,X,X,X
4352,X,6620,X
4353,X,6621,6622
4354,X,X,6623
4355,X,X,6624
4356,X,6625,X
4357,6626,X,6627
4358,6628,X,6629
4359,6630,X,X
4360,6631,6632,X
4361,6633,6634,6635
4362,6636,6637,X
4363,X,6638,6639
4364,6640,X,6641
4365,6642,X,6643
4366,X,6644,6645
4367,X,X,X
4368,6646,X,X
4369,6647,X,X
4370,X,6648,6649
4371,X,X,X
4372,X,X,X
4373,X,X,X
4374,X,X,6650
4375,X,X,X
4376,X,X,X
4377,X,X,6651
4378,6652,X,6653
4379,6654,6655,6656
4380,6657,6658,6659
4381,6660,X,X
4382,6661,X,X
4383,X,6662,6663
4384,X,X,6664
4385,X,6665,X
4386,6666,X,6667
4387,6668,X,X
4388,X,6669,X
4389,X,X,6670
4390,6671,X,6672
4391,X,X,6673
4392,X,6674,6675
4393,6676,6677,6678
4394,X,6679,6680
4395,6681,X,X
4396,6682,X,6683
4397,X,X,6684
4398,X,6685,6686
4399,X,6687,6688
4400,X,6689,6690
4401,6691,X,X
4402,6692,6693,6694
4403,6695,6696,X
4404,6697,X,6698
4405,X,X,X
4406,X,6699,X
4407,X,X,6700
4408,6701,X,6702
4409,6703,6704,X
4410,X,X,X
4411,6705,X,6706
4412,X,X,X
4413,X,6707,6708
4414,6709,X,X
4415,X,X,X
4416,6710,6711,X
4417,6712,X,X
4418,X,6713,X
4419,6714,X,X
4420,X,6715,6716
4421,6717,X,6718
4422,6719,X,X
4423,6720,6721,6722
4424,X,6723,X
4425,6724,X,6725
4426,6726,6727,6728
4427,X,6729,X
4428,6730,6731,X
4429,6732,X,6733
4430,X,X,6734
4431,X,6735,X
4432,X,X,6736
4433,6737,X,6738
4434,X,6739,6740
4435,X,6741,6742
4436,6743,6744,6745
4437,X,X,X
4438,X,6746,6747
4439,X,6748,X
4440,X,6749,X
4441,X,X,6750
4442,X,X,6751
4443,X,X,6752
4444,6753,6754,6755
4445,X,6756,X
4446,6757,6758,X
4447,6759,X,6760
4448,X,6761,X
4449,6762,X,6763
4450,X,6764,6765
4451,X,6766,6767
4452,6768,X,X
4453,6769,6770,6771
4454,X,6772,6773
4455,X,X,X
4456,X,6774,X
4457,6775,6776,6777
4458,X,6778,X
4459,X,6779,X
4460,X,X,6780
4461,X,X,6781
4462,X,6782,X
4463,6783,6784,X
4464,6785,6786,X
4465,X,6787,X
4466,6788,X,6789
4467,6790,6791,X
4468,6792,6793,X
4469,X,X,X
4470,X,X,6794
4471,6795,6796,6797
4472,6798,6799,X
4473,6800,6801,X
4474,X,X,6802
4475,6803,6804,X
4476,X,X,6805
4477,6806,6807,6808
4478,6809,X,6810
4479,6811,6812,X
4480,6813,6814,X
4481,6815,6816,X
4482,6817,X,X
4483,6818,X,X
4484,X,6819,6820
4485,6821,6822,6823
4486,X,X,X
4487,X,X,6824
4488,6825,X,6826
4489,X,X,6827
4490,6828,X,6829
4491,X,X,X
4492,X,X,6830
4493,6831,6832,X
4494,X,6833,6834
4495,X,X,X
4496,6835,X,X
4497,X,X,X
4498,X,6836,6837
4499,X,6838,6839
4500,X,6840,6841
4501,6842,X,X
4502,6843,X,6844
4503,X,X,X
4504,6845,6846,X
4505,6847,6848,X
4506,6849,6850,6851
4507,6852,X,X
4508,6853,X,6854
4509,6855,X,6856
4510,6857,X,X
4511,X,X,6858
4512,X,6859,X
4513,6860,6861,6862
4514,X,X,X
4515,6863,X,6864
4516,X,X,6865
4517,6866,6867,X
4518,X,X,6868
4519,6869,X,X
4520,X,6870,X
4521,X,X,X
4522,X,X,6871
4523,X,X,X
4524,6872,6873,6874
4525,6875,6876,X
4526,X,6877,6878
4527,X,6879,6880
4528,X,6881,6882
4529,X,6883,6884
4530,X,6885,6886
4531,6887,X,6888
4532,X,X,6889
4533,X,6890,6891
4534,6892,X,6893
4535,6894,X,6895
4536,X,6896,6897
4537,X,X,6898
4538,6899,6900,X
4539,6901,6902,X
4540,X,X,X
4541,X,6903,X
4542,X,X,X
4543,X,6904,X
4544,6905,6906,X
4545,X,X,6907
4546,6908,X,X
4547,6909,6910,6911
4548,X,X,X
4549,X,6912,X
4550,6913,X,6914
4551,6915,6916,X
4552,6917,6918,6919
4553,6920,6921,X
4554,X,6922,6923
